Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
650	0.700339386850019	0.00303927450300764	1.14520076263592	0.00129326741369375	1.01528286933899	0.697300112347012	1.1613896840076	0.600401503430653	3.54981635543785E-4	99.9182958538004
647	0.712585661215148		1.16602522117087		1.01375162601471	0.709546386712141	1.18074891199263	0.600929104829504	3.09715869715115E-4	99.9287107084318
644	0.720019873831927		1.17954621171743		1.0125560760498	0.716980599328919	1.19304717787832	0.600965839929295	3.89804276165405E-4	99.9102845168777
641	0.740009720553809		1.21349754214817		1.01147246360779	0.736970446050802	1.22611124416158	0.601063279991978	3.5002975121962E-4	99.9194351421966
638	0.767695465072089		1.26010841354396		1.01019382476807	0.764656190569081	1.2716472871453	0.601311541571911	4.02573179495685E-4	99.9073470491832
635	0.801389117281205		1.31670579796136		1.00853979587555	0.798349842778198	1.32664588505068	0.601780664889107	4.5064577412054E-4	99.896288793114
632	0.833409862392515		1.37039435975855		1.00657165050507	0.830370587889507	1.37809834622985	0.602548134653237	4.29489753213813E-4	99.9011552133402
629	0.862895323090126		1.42002060406709		1.00450956821442	0.859856048587119	1.42512518435569	0.603354749481791	4.28719610184087E-4	99.9013323701998
626	0.896529386676434		1.47650599324568		1.0021505355835	0.893490112173427	1.47838522329212	0.604368941258608	4.42925379484616E-4	99.8980646517985
623	0.929367121530573		1.53162993711721		0.999712884426117	0.926327847027565	1.52989728621236	0.605483685326953	4.59498519221563E-4	99.8942525080478
620	0.953992448580613		1.57308937725917		0.997710049152374	0.950953174077605	1.56819677401144	0.606399139340832	4.92097165724873E-4	99.8867546112319
617	0.972990557025208		1.60534212432267		0.997047364711761	0.9699512825222	1.59931268565001	0.606480078114294	4.80240219901752E-4	99.8894817193457
614	0.992642781067775		1.63878510270467		0.997688949108124	0.989603506564767	1.63370750832458	0.605740930688159	4.96642821238448E-4	99.8857091261531
611	1.00970266015		1.66793169621613		0.998759865760803	1.00666338564699	1.66457157342252	0.604758246337941	5.02623290524045E-4	99.884333655528
608	1.03064177444621		1.70358079397408		0.998934507369995	1.0276024999432	1.70047375174668	0.604303652960051	5.41067261820887E-4	99.8754922341794
605	1.05785890690582		1.74927645846434		0.997636795043945	1.05481963240281	1.74385234851045	0.604878981470997	5.21049095697805E-4	99.8800959543673
602	1.08837764335614		1.80028371900271		0.995446860790253	1.08533836885313	1.79079939762593	0.606063621805976	5.66575826724225E-4	99.8696261553695
599	1.12499843727719		1.86105876270518		0.99359917640686	1.12195916277418	1.84786146443152	0.607166275378412	5.96488797803308E-4	99.8627476559089
596	1.16614466941258		1.929030841291		0.992646038532257	1.16310539490957	1.91356106603909	0.607822460203533	5.81759829603588E-4	99.8661345287297
593	1.20829259282815		1.99893845941986		0.992473423480988	1.20525331832514	1.9826097626107	0.607912530773614	6.21969302273816E-4	99.8568887775446
590	1.24824025441169		2.06501509184626		0.992487251758575	1.24520097990868	2.04821760192527	0.607943696381784	6.3552993347641E-4	99.8537708440743
587	1.28466435277689		2.12535282964228		0.992204189300537	1.28162507827388	2.10750079596706	0.608125548861673	6.81741675083978E-4	99.8431463223365
584	1.31526635643879		2.17574898300535		0.991529524326324	1.31222708193578	2.15603704134926	0.6086291917854	6.59814345144586E-4	99.8481874844326
581	1.34336706433432		2.22231329312203		0.990617990493774	1.34032778983131	2.20018239471362	0.60918939859337	6.84342845052021E-4	99.8425483220698
578	1.37620002501855		2.27654565740728		0.989726066589355	1.37316075051555	2.25187659844638	0.609785079459025	7.07809791764489E-4	99.8371535115017
575	1.40844309434773		2.32982410323931		0.988880574703217	1.40540381984472	2.3026389111454	0.610344858259009	7.40593951632214E-4	99.8296172571825
572	1.4411275186556		2.38353329369853		0.98817640542984	1.43808824415259	2.35407338604524	0.61089354846687	7.28318050288044E-4	99.8324391117169
569	1.47509429891538		2.43927033082933		0.987751841545105	1.47205502441238	2.40811633403352	0.611288999459063	7.67111400739341E-4	99.8235219783133
566	1.50666246895526		2.49091260235149		0.987836420536041	1.50362319445225	2.45933665232227	0.611393805330567	7.84568330954297E-4	99.8195095459501
563	1.54233730706955		2.54965594073981		0.988370537757874	1.53929803256654	2.51872658583743	0.611141376448667	8.35402643214223E-4	99.8078263232308
