Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
650	0.696464079248317	0.00300356714479003	1.154205865139	0.00127208122412691	1.01528286933899	0.693460512103527	1.17055392029095	0.59242081896677	0.00596323912776462	98.6362972827525
647	0.707048515851532		1.17289862995688		1.01375162601471	0.704044948706742	1.18773831885983	0.592760995858572	0.00603496988939042	98.6200072473999
644	0.715123783153249		1.18778320448237		1.0125560760498	0.712120216008459	1.20140904715581	0.592737517412838	0.00616470682434096	98.5905508598282
641	0.734294724238755		1.2211608428988		1.01147246360779	0.731291157093965	1.23388389109854	0.592674207329905	0.0062657158510357	98.5676231506334
638	0.762764791263666		1.27014604778119		1.01019382476807	0.759761224118876	1.28180864542491	0.592725932088733	0.0064349946323673	98.5292110675094
635	0.795419319941778		1.32610072712304		1.00853979587555	0.792415752796988	1.33614241210497	0.593062345464067	0.006520075034275	98.5099106062918
632	0.826086778925683		1.37874100706407		1.00657165050507	0.823083211780893	1.38652117020215	0.593631910907564	0.00669374497903594	98.4705253706917
629	0.855568109984639		1.42932407815101		1.00450956821442	0.852564542839849	1.43449189482076	0.594332073898807	0.00676354898727345	98.4546995076393
626	0.88832843211936		1.48562719010865		1.0021505355835	0.88532486497457	1.48754726736472	0.59515746786519	0.00687402526100936	98.4296576858701
623	0.91992172911226		1.53975985529762		0.999712884426117	0.91691816196747	1.53804605027333	0.596157808021759	0.00699394580833484	98.4024823258379
620	0.945069719124078		1.58338734108521		0.997710049152374	0.942066151979288	1.57849229368072	0.596813906378082	0.00714318668216725	98.3686731248013
617	0.964687599905064		1.61787186792495		0.997047364711761	0.961684032760274	1.61182655712365	0.596642379733726	0.00734312892493955	98.3233961820622
614	0.982214821514716		1.64878499097037		0.997688949108124	0.979211254369926	1.6437054235668	0.595734028938751	0.00747533567754341	98.2934693948389
611	0.999561028720795		1.67904074219225		0.998759865760803	0.996557461576005	1.67568800260621	0.594715400495828	0.00754880415934253	98.276842747521
608	1.02177217365157		1.71792936813549		0.998934507369995	1.01876860650678	1.71482820122392	0.594093685757945	0.00768378700471727	98.2463021187911
605	1.04732864083461		1.76210428556152		0.997636795043945	1.04432507368982	1.75667099694532	0.594490986363299	0.00779032340470165	98.2222043600608
602	1.07767770321334		1.81422320442064		0.995446860790253	1.07467413606855	1.80469650435214	0.595487459235895	0.00799746715498392	98.1753668680197
599	1.1142653800691		1.87680572675358		0.99359917640686	1.11126181292431	1.86352868552143	0.596321280996741	0.00821690224093556	98.1257745306614
596	1.15258212491111		1.94223962114544		0.992646038532257	1.14957855776632	1.9266937394226	0.596658687493755	0.008447673318316	98.073647284317
593	1.19375297862844		2.01268099049288		0.992473423480988	1.19074941148365	1.99626988620212	0.596487188287468	0.00864207649946417	98.0297564147975
590	1.23301286128406		2.07983535973138		0.992487251758575	1.23000929413927	2.06294755589196	0.596238760712194	0.00884293272931135	97.9844292563034
587	1.26745451214742		2.13890228759595		0.992204189300537	1.26445094500263	2.12096564593749	0.59616757462553	0.00906271535486802	97.9348549978615
584	1.29731124542655		2.18999133646407		0.991529524326324	1.29430767828176	2.17017976203193	0.59640574524108	0.00922562208979832	97.8981258745812
581	1.32604952900313		2.23954651693012		0.990617990493774	1.32304596185834	2.21727492367266	0.596699104713124	0.00946607641905748	97.8439379589781
578	1.35602372749175		2.29118696838393		0.989726066589355	1.35302016034696	2.26638845409308	0.596993934514367	0.0097155708971312	97.7877444944052
575	1.38904689630511		2.34835013954224		0.988880574703217	1.38604332916032	2.32097989918292	0.597180238246899	0.00997547293900833	97.7292412616674
572	1.41935148480707		2.40049328020302		0.98817640542984	1.41634791766228	2.37085378023804	0.597399944892457	0.0102153479258395	97.6752771232361
569	1.45098247589161		2.45490574702662		0.987751841545105	1.44797890874682	2.42358117187348	0.59745426542801	0.0104835832426298	97.6149681148156
566	1.48218188738804		2.50847045384383		0.987836420536041	1.47917832024325	2.47670186598244	0.597237132397646	0.0107534220979747	97.5543361448503
563	1.5161997943566		2.5670337617153		0.988370537757874	1.51319622721181	2.5359232519056	0.596704267794671	0.0110067062893253	97.4974582236857
560	1.55659656238366		2.6363482414188		0.989119052886963	1.55359299523887	2.60640403585677	0.596067598831883	0.0113252823350587	97.4259653389009
